name,title,date,shade,rating,body
Covergirl: Clean Fresh Skin Milk Foundation,"so odd, it looked like it disappeared.","December 9, 2019",600 Rich,1,"I swatched on my hand as the pic show and it looked super dark for my complexion so I used it initially with caution.As I started to apply I noticed that there was no coverage at all!! it almost looked like it disappeared into my skin and nothing was there.I am pretty sure it was not my Beaty blender as I use it daily with various products and worked just fine in the past, and I use the same beauty blender every day.Oddly enough the product covered nothing and just literally disappeared onto my skin.This was the craziest thing ever"
Covergirl: Clean Fresh Skin Milk Foundation,Definitely an upgrade from what I've been using.,"November 23, 2020",,5,"I've been using that concealer that comes in a tube for, embarrassingly enough, decades. And I really haven't been that happy with it, especially now that I'm older and my skin is more affected by the pulling it causes. This is an excellent find for me!. It goes on very smoothly and I really don't need enough to do the area under my eyes, which is what I use it for most. Just a touch will do it because it spreads thinly while keeping its concealing attributes. I'm absolutely delighted and making the permanent switch to this product. My old concealer is in the trash. I'm moving on. Recommended!!"
Covergirl: Clean Fresh Skin Milk Foundation,Golden tan,"December 6, 2019",580 Tan,5,"Definitely a 5-star foundation! This is more of a liquid than my previous cream foundation and I like this so much better. It's smooth and will not cake in any fine lines or wrinkles. I tried ""Tan 580"" which I thought I'd be saving for summer use, but not so. To my surprise, it's a light tan when applied and really looks nice. Stay clear of your profile/jaw area and you won't need to worry about any tan lines! And although this is moisturizing, you should always use a light moisturizer before applying any foundation. As an avid-online shopper, I know how hard it is to purchase make-up without seeing an in-store color guide. So for reference, I'm Caucasian with porcelain light skin in the winter and I develop a light golden tan in the summer months. So don't think this tan foundation is just for medium or olive complexions - pale people will benefit too!"
Covergirl: Clean Fresh Skin Milk Foundation,I'll stick with just foundation,"October 15, 2020",,3,"I've never really been much of a fan of concealer, I never really found that it covered much more than foundation. This really didn't seem any different to me than any others. To test it out, i had an ugly purple bruise on the inside of my arm. I put coat after coat, letting it dry in between, to see what kind of coverage it gave. Not much, and again, seemed just like foundation, but in a tiny bottle. I do suppose the moisturizing aspect of this product does make a better product for concealing pimples, if you are also using a product that would be drying to the skin to clear the blemish."
Covergirl: Clean Fresh Skin Milk Foundation,Good talc-free pressed powder,"September 30, 2020",,5,"Really happy with the COVERGIRL Covergirl Clean Fresh Pressed Powder, 0.35 Ounce, 120 Fair (99350052603).  It's a neutral to slightly warm undertone and works well with my skin tone.  You can use it with the very nice sponge that comes with it or with a brush for a lighter dusting and it works nicely both ways. It is a little mattifying, but it's really a general pressed powder and not one that's specifically for people who struggle with shine.  I like the finish on my skin. Powder is very finely milled.Packaging is great and feels very secure and sturdy. I'm not at all worried about it accidentally opening or breaking in a purse."
Covergirl: Clean Fresh Skin Milk Foundation,Not for me...,"September 16, 2020",,1,"I use to always wear cover girl foundation but switched to neutrogena to help with blemishes. Mask wearing has caused me some breakouts and I'm also exhausted from work. I decided to try this concealer for under eyes and blemishes. I have to say I am unimpressed. To be fair perhaps I should have tried another shade but it didn't conceal anything. It creases under my eyes, it's hard to stop makeup from falling in those fine lines but this was worse then usual. After wearing it I just did some house work and when I looked in the mirror I looked more tired and my wrinkles were more pronounced. It also just didn't work at covering a blemish at all. Just layering my neutrogena skin clearing makeup does a better job."
Covergirl: Clean Fresh Skin Milk Foundation,Translucent is Great,"October 2, 2020",,5,"I love that Covergirl packaging never really changes over the years.  I got this powder because I needed a mattifying powder to pat my nose and cheeks with throughout the day.  It works great at instantly reducing the shine in those particular areas of my face.  It also lasts quite a while as well, several hours as a matter of fact so I like that it's the kind of product I don't really need to carry with me where ever I go since it lasts a long time.  But I still take it with me just in case.  I have tan skin and the translucent goes on a bit whitish at first but disappears once warmed up to my skin."
Covergirl: Clean Fresh Skin Milk Foundation,Feels lightweight.,"January 22, 2020",570 Medium/Tan,5,"I dislike the feeling of heavy makeup, and was pleased to find this is not heavy, at all. It covers smoothly, and you need only a small amount- start with less than you think you will need. The first few times I ended up wasting some because I needed less than I was used to with another brand. This does not feel greasy, and it seemed to stay put longer and not 'melt away'. It is doesn't give heavy coverage, but it gives enough to mask light flaws and discolorations easily. I like the variety of shades which should make it easy for anyone to find one that works best."
Covergirl: Clean Fresh Skin Milk Foundation,Keeps the shine away,"November 29, 2020",,4,"Covergirl Clean Fresh Pressed Powder, 160 Medium, 0.35 OzThe case is a bit difficult to open.  I prefer cases with a ""button"" in front to release the lid. I also don't like the color of the case. There's no separate compartment for the pad. Used pad rests directly on pressed powder. Not hygienic.The color is good.  It applies well, not chalky.My forehead is normally super shiny. You can see it from a mile away. This pressed powder is super effective at keeping the shine away. I do a few pats of this pressed powder on my forehead in the morning. The powder isn't obvious. By late afternoon, there's still no shine on my forehead."
Covergirl: Clean Fresh Skin Milk Foundation,Good Coverage,"October 5, 2020",,4,"I like this concealer.  It is easy to apply and goes on smoothly.  It matches my skin tone well and ""hides my flaws""! I would say it has good coverage and since it's liquid, it is easy to apply.  It definitely lives up to its name - clean and fresh!  The only drawback I had was I wish it would last a little longer.  I guess it's impractical to think a concealer would last all day but by the end of the day, this one had pretty much worn off.  Maybe I didn't apply enough, who knows?!  I'm going to try applying more and see if that helps!  Overall though, I like it and recommend it."
Covergirl: Clean Fresh Skin Milk Foundation,Great Coverage,"January 26, 2020",580 Tan,4,This is a really good foundation for my skin. It has maximum coverage and moisturizes my face at the same time. There are also a lot of unique color choices to choose from. My usual foundation is a Covergirl brand as well so I guess sticking to the basics is the way to go. This one lasts as long as you need it to but it is also so easy to wash off. It doesn’t cause any skin irritations with my very sensitive skin and it’s very affordable.*If my review of this item is helpful please hit the helpful button below to let Amazon know. Thank you!
Covergirl: Clean Fresh Skin Milk Foundation,Great Quality Brand for a great price,"December 3, 2019",510 Porcelain,4,I've been an avid Cover Girl user since I was a teenager.  I stopped using foundation awhile ago and switched to foundation powder instead.  I thought I would try this product to see if I missed the look of a foundation.  I thought this product was very smooth and light - didn't leave me feeling like I was wearing a heavy coating of foundation.  I liked it so much that I might change my mind and start wearing it daily with a loose powder.Worth giving it a try to see if it works for you.
Covergirl: Clean Fresh Skin Milk Foundation,Natural Shine-Stopping!,"September 20, 2020",,5,"This CoverGirl Clean Fresh pressed powder is effective. It comes in a sturdy compact that is durable and easy to carry. The powder is effective at stopping shine, yet the coverage is light and natural looking. It goes on smoothly with the swipe of the puff enclosed, evening out the skin tone. It is made with tapioca and Aloe Vera powder, natural ingredients, that help to cut back on oil in order to keep shine from returning throughout the day. It is light and can be layered for heavier coverage. Best of all, it is a healthy product to put on your skin. It contains no formaldehyde, phthalates, parabens, sulfates, or talc. For this price, you cannot go wrong!"
Covergirl: Clean Fresh Skin Milk Foundation,Hides dark circles under my eyes. Blends well.,"October 8, 2020",,4,"It was easy to blend in except it did make my skin sting a little. The color has helped me because I have been having a hard time sleeping this past week, and with not going out as much or getting normal amounts of sun anymore, the dark circles gave been more visible. This has helped mask that for Zoom conferences, so I still look fresh and alert. I'm bit sure how it would do if I was out and about all day like I was pre-Coronavirus, but for now it works for what I need for."
Covergirl: Clean Fresh Skin Milk Foundation,nice!,"December 12, 2019",550 Light/Medium,4,"This goes on like a BB cream which I love. This color, light/medium works really nicely for me, I applied with my fingers. I'm originally a brunette, but have been a red head for many years. Medium tone, light eyes with freckles. I've been scanned by a contraption at sephora, which says I have pink/peach undertones(as opposed to yellow). My skin can be dry in the winter which is why I prefer liquid formulas. Never been a powder girl. This blended seamlessly. I wish it had SPF, then I'd definitely commit to getting it again. I like the ingredients as well, it's great that it's vegan and cruelty free and doesn't have parabens, talcs etc. I would say it's light-medium coverage, it almost covered up a few sunspots. The only thing I found weird is that is has an odd smell but overall I'm a fan!"
Covergirl: Clean Fresh Skin Milk Foundation,Affordable and Effective,"September 20, 2020",,4,"The media could not be loaded.
                




   This is a nice little compact powder and would be very convenient for traveling.  It comes with a mirror inside and a small sponge.  The sponge has one side for applying powder, but the other side is more of a plastic/leather feel to grip onto.  Although the powder is white, it does apply translucent.  It does not have any scent.  I didn't love the application with the sponge, but it did apply nicely with a large powder brush.  I mainly use powder to matte my skin, and although this didn't work as well as some loose ones I have bought in a similar price range, it was still a good little product for the value."
Covergirl: Clean Fresh Skin Milk Foundation,Shocked that I really liked it this much!,"October 5, 2020",,4,I got the light and when I opened it I thought it looked too dark for me. I was outside on the porch when I opened it and applied it.It amazes me that it was not too dark.  It actually matched up to my skin tone and gave me enough cover to wear it alone without a foundation.I’ll be getting more when this is gone!
Covergirl: Clean Fresh Skin Milk Foundation,Pressed Powder,"October 21, 2020",,3,"I used pressed powder makeup 20+ years ago but, as I needed more coverage switched to liquid makeup only. That being said, I decided to see whether ""pressed powder"" make up had changed or improved over the years.  IMO, if you have near perfect complexion, this might be all you need to stop the shine and look fresh. For me, it did not provide enough coverage with my imperfect skin."
Covergirl: Clean Fresh Skin Milk Foundation,"Solid, quality concealer","April 2, 2021",,4,"This is a nice, light concealer for my 46 year old skin (normal skin). I like the coverage level - works great under my eyes and makes them look nice and light!  I love the feel of the concealer - feather light and easy to apply. A little goes a long way, so start light. On acne it works well. Longevity is the only issue - it doesn't quite last the whole day, but I've battled with that issue for a while. I haven't found a light-weight one that lasts 8 hours. If you want long lasting it needs to be thick. So with that in mind - give this a try. Nice product, great value."
Covergirl: Clean Fresh Skin Milk Foundation,lightweight and blendable,"July 30, 2020",610 Rich/Deep,5,"Here's my stats: I'm a daily makeup wearer,  very oily skin, wear 420 or 440 in Fenty foundation. Normally I get darker over the summer but thanks to the current pandemic I'm not getting much sun. I was surprised to like this foundation. It's really lightweight- I consider it more of a colored moisturizer or BB cream which is perfect for summer. I tend to prefer matte formulas because I'm very oily but this product didn't have me looking like a grease ball at 5PM. As you can see from my picture the color isn't an exact match but because it's so lightweight it blends very well. It didn't transfer onto my mask or clothes which is a plus. I give it two thumbs up!"
Covergirl: Clean Fresh Skin Milk Foundation,Very lightweight,"November 25, 2020",,3,"I guess I just need more from my concealer, because I couldn't get enough concealer from this concealer no matter how many layers I applied. The consistency is creamy, but thin. It feels nice and lightweight, and it didn't brighten my under eyes a little. But it seemed to mostly just soak into my skin and look like I needed to apply it again. It did stay put pretty well through the day without settling into creases. If you need just a slight amount of coverage or brightening, this might be perfect for you."
Covergirl: Clean Fresh Skin Milk Foundation,Very nice texture - sheer lightweight moisturizing a bit more than all my others,"July 21, 2020",600 Rich,5,"I love this I am surprised that I am able to get this to blend into my skin, regardless of the fact that it is a bit dark for me.  I'd love to see how a lighter shade will look. More dewy is suspect.I am able to blend concealer over dark spots, and cover it with this.There is not too much in the tube, yet that is a plus for me - I can spend less at one time, and reorder - a fresh one after use.Covergirl makeup has transitioned over the years from pinkish menthol-scented clean makeup, to more realistic looking goodness.  I love it!There are some awesome ingredients for this price - this is a great experience. Love it!  Enjoy!"
Covergirl: Clean Fresh Skin Milk Foundation,"Light, fragrance-free foundation and no SPF protection","December 31, 2019",530 Fair/Light,4,This is a very light foundation that has no SPF. It is easy to apply with a dime-sized dollop that will cover the entire face especially if blended with a moistened sponge. It provides minimal coverage but does even out skin tone and diminishes small blemishes. My skin is very fair and prone to sensitivity and this caused no reaction and had no tendency to create skin issues. The color was perfect for my skin tone and I liked the look of it on my face. I always set with powder and use a primer first and noticed no caking as it went on very easily.I've worn Covergirl products for years and will continue to do so. I only wish this had some sun protection but I do like it and will definitely use it.
Covergirl: Clean Fresh Skin Milk Foundation,"I like that I can use it on a ""no makeup"" day just to even out my Lupus red butterfly rash","December 13, 2019",550 Light/Medium,4,"I have Lupus as well as other health issues, but the Lupus is the one disease that shows itself front and center in the form of a butterfly shaped rash on my cheeks and nose. There are MANY days where I don't feel like doing up my makeup but I do like to at least put moisturizer on. What I like about this formula is that it goes on lightly, but you can also add layers to build coverage. But with just one application I am able to cover up the shock of red, to where it still looks like I have no makeup on. Because nobody wants to walk around looking like they got hit by the foundation makeup bus - especially if the rest of the face isn't sporting any other makeup!  It's like an all in one makeup/foundation that is similar to a BB cream!"
Covergirl: Clean Fresh Skin Milk Foundation,Not my favorite,"September 26, 2020",,3,I don't feel like I get much coverage from this concealer and it is on the thinner side.  I also don't really like the applicator.  The applicator feels kind of rough and stiff and I have to repeatedly dip it back into the tube to get enough product.  I didn't notice this concealer caking up and it didn't irritate my eyes at all.  Another positive is that this concealer blends well.  I just can't give it 5 stars because of it being thin and light coverage.
Covergirl: Clean Fresh Skin Milk Foundation,"Nice, light coverage","December 31, 2019",520 Fair,4,"I suspect this product is aimed at women much younger than I am (50s), but I am lucky enough to have good skin and hate the feeling of heavy foundation, so I thought I would give this a try. I like that the foundation goes on smoothly, and the amount of coverage is what I expected (I did not try to build it up, but the tube says that it is buildable coverage). I wouldn't describe the coverage as ""dewy,"" but it looks nice, and it is moisturizing. I always wear one of the first two shades of any foundation line, and the ""fair"" color works fine for me. The one thing I did not like was the smell, which I would describe as an odd cross between medicinal and perfumey. It did not linger, though, and I only noticed it during application."
Covergirl: Clean Fresh Skin Milk Foundation,Milky & Smooth,"July 23, 2020",630 Deep/Dark,5,"I would definitely define my skin tone as ""deep"" & ""dark"", so the 630 Deep Dark was literally perfect for me. I'm always nervous getting makeup online because you can't test, but I did my research and this one matched. For me, this foundation is much milkier than other brands I've used. Which is good for a small amount having a lot of coverage. It blended well and my powder dried it nicely to give it a matte finish. (I haven't had any issues with particles like some others...)"
Covergirl: Clean Fresh Skin Milk Foundation,"Good coverage, lightweight","January 5, 2020",530 Fair/Light,5,"I haven't used a cream foundation for several years. Instead, I've used a higher-end powder foundation, but when the formula for it changed recently, I wasn't as happy with it. Hence, giving this Covergirl foundation a try. Turns out, I really like this foundation. It's light and doesn't take much to cover, but it provides really good coverage. It has a silky feel to it and a clean scent, which is a big plus in my book. I've been using this foundation for about 3 weeks steady, and there's still plenty left in the tube, so like I said, a little goes a long way. It's so light that I didn't really feel like I was wearing anything, and given the great coverage, I'd say this is an excellent value for the money."
Covergirl: Clean Fresh Skin Milk Foundation,Works so well for me---!,"December 14, 2020",,5,"I am very happy with Covergirl Clean Fresh Pressed Powder. I chose medium tan and the color matches me perfectly. It is not messy, and holds for the time I need. I do have oily skin and this power so helps in controlling this problem..This powder is pretty much scent free which is nice compared to some powders I have used and it really does not seem to rub off under normal conditions.  Although it can be used with a brush I find I get a much better application with the little spongy applicator---I am very very happy with this item---thank you!"
Covergirl: Clean Fresh Skin Milk Foundation,"Blends good, Conceals well under foundation.","October 4, 2020",,4,"This comes in a clear plastic tube with an applicator wand. It goes on thick and blends well.  I usually use ivory foundation and found that this fair colored concealer works good to hide blemishes and not make it too obvious that I'm using concealer.It isn't as thick or have as much coverage as other concealers out there but for the price this works very well.To me I wouldn't say it moisturized, i feel like it made my skin look a little drier in the spots where I used this, before I added foundation."
Covergirl: Clean Fresh Skin Milk Foundation,"Buildable, doesn't crack, last through the day, dries one shade lighter","January 30, 2021",,4,"My girlfriend's impressions:1. This is a buildable concealer.2. Covers very well.3. Looks quite natural, but doesn't really provide a dewy finish.4. I feel it dries one shade lighter than listed. Perhaps that's because of my skin tone.5. This does not crack at all, even when really built up.6. Not watery.7. Dries fast.Overall, this is a good concealer.4 starsCheers!"
Covergirl: Clean Fresh Skin Milk Foundation,Great Coverage!,"December 25, 2019",530 Fair/Light,4,"This foundation went on very smoothly and covered my skin imperfections well without drying them out.  It blended very easily, and I liked the finished product, but it claims that it gives a dewy finish.  I would say that it was more of a normal skin finish.  It stayed on all day and didn’t dry my skin out at all.I received the light/medium, and it was the perfect shade for me, even though I normally choose a lighter shade - it was easy to blend in and get the lighter shade that I wanted.  I can imagine that in the summer when I’ve gotten some sun on my face, that applying this a little more denser would result in good coverage and color too.  I liked the flexibility that the light/medium coverage provided."
Covergirl: Clean Fresh Skin Milk Foundation,Tiny balls left behind,"December 4, 2019",520 Fair,4,"I like nearly everything about this except I noticed tiny balls left behind. I'm not sure what this is about or if it's just something weird with the bottle I recieved but I figures I would put it out there anyway. This feels really nice on your skin and goes on really smooth. It has a dewy finish and gives my skin a healthy youthful appearance. I love that this contains no formaldehyde, phthalates, parabens, sulfates, or talc! It's formulated for all skin types and had a very lightweight sheer coverage. I used a primer the second time for more coverage and it worked out good and wasn't cakey. It really blurs imperfections without clogging pores or looking too made up. All in all, the benefits are great and I will use it again in the future for sure!"
Covergirl: Clean Fresh Skin Milk Foundation,Don’t Judge a Book By Its Covergirl,"December 4, 2019",550 Light/Medium,4,"I often wear powder foundation, but often in the winter when my skin gets drier, I like to rotate in a liquid foundation.  It makes my skin look a bit younger and fresher.  This is a nice choice for that.This goes on as heavy or light as you want it - that buildable quality.  It seems to wear fairly well also, although I have no idea it would bear up in the heat of the summer.It has very little fragrance and absorbs well.  I have found that especially when I use a primer, I absolutely need a setting powder after.I have no idea about the chemistry involved, although it claims to be lacking a lot of nasty stuff.  Overall, this is a nice product."
Covergirl: Clean Fresh Skin Milk Foundation,"Easy Application, Natural Look","January 1, 2020",560 Medium,4,"I like this foundation for its easy application and for its lightweight feel that evens out my skin and looks natural. I applied with a damp sponge over moisturizer and primer. It gave me even light to medium coverage with a natural finish. The packaging says dewy finish, but I disagree. It has a slight sheen on my dry skin, but not what I would call dewy. I used shade 550 and I think ""light/medium"" is a reasonable description. I have a light complexion and usually can wear foundations a little darker than the ""fair"" shades. 550 has a slight yellow undertone on me. It doesn't gather in my fine lines and still looks good to me after 9-10 hours of wear. I would recommend to those with dryer skin wanting a little coverage and a natural finish."
Covergirl: Clean Fresh Skin Milk Foundation,Never Makes Me Break Out,"November 7, 2020",,5,"I always like this kind of face powder because it does not make me break out and helps to a certain amount to control oil and shine. Definitely don't use much makeup now because of Covid-19 and wearing masks (what's the point?) but whenever this is over, I will be using this on a daily basis like I did prior to this virus situation."
Covergirl: Clean Fresh Skin Milk Foundation,great at showing off imperfections!!,"December 5, 2019",510 Porcelain,3,"don’t like, it is not older dry skin friendly one bit nor friendly for large pores areas.after it started to dry on skin it showed off every tiny piece of dry skin i didn’t even see with my own eyes beforehand and instead of going over imperfect areas like large pores on nose area, it soaked into them and show them off as being even larger looking!! this is also not rosacea redness friendly, it did nothing to help tame the redness look down some at all.overall, i think this is more for young folks with semi perfect skin that is also not on the dry flaky side. could i suppose work for older skin that are on normal to oily too but, i would get a shade higher than your skin otherwise its worthless."
Covergirl: Clean Fresh Skin Milk Foundation,Perfect Your Zoom Look!,"September 27, 2020",,5,"This super cute compact is great for quick touch-ups throughout the day! I have been using this in-between long Zoom meetings just to touch up my make-up to perfection.This powder preserves the color of your foundation: it does not accidentally lighten or darken it. Likewise, it quickly absorbs any oil ... leaving a really beautiful matte look.It has no discernable scent. And it even comes with a little sponge/poof that fits inside the compact (it's really ideal).Everything here is pretty perfect. And the outstanding price is just a wonderful bonus! Highly recommended!"
Covergirl: Clean Fresh Skin Milk Foundation,Didn’t Settle or Streak,"September 27, 2020",,5,"This concealer met my needs. While I’m pretty much a makeup minimalist, I still like blurring out the dark circles that naturally occur under my eyes. I’m very fair. Any whiff of discoloration is amplified. So I dapped a few dots of this concealer under my eyes and gently massaged it in with my fingertip. Blends well with naked or made-up skin does hydrate (or rather it doesn’t dry out), good subtle coverage, realistically lasts most of the day. The fair light matched my skin tone well. I have mature skin. Thankfully, this concealer also didn’t settle, crease, or streak around my eyes."
Covergirl: Clean Fresh Skin Milk Foundation,Weightless Powder,"September 30, 2020",,5,"I really like this translucent powder! Once I finish applying my foundation and concealer, I typically finish it off with a setting powder. This one looks like a white powder at first and gives the white case look upon application but once it's brushed off and set, the white cast is gone. It keeps the oil away for a long period of time and it's weightless on."
Covergirl: Clean Fresh Skin Milk Foundation,Flawless look,"January 22, 2021",,5,I was very impressed with these foundation powder. I used it on top of my liquid foundation and it really just made it look flawless and Matte.I included a photo of how my face looked after I put the powder on my face! It just evened out the color and made my face look very smooth!The package is very nice and clean. It comes with a nice mirror and a sponge applicator. I usually just use my powder brush though.The color might be a little too dark for me but it still works!!I would definitely recommend this product!
Covergirl: Clean Fresh Skin Milk Foundation,Feels wonderful,"December 28, 2019",540 Light,4,"The Covergirl Clean Fresh Skin Milk is a wonderful product. It is more liquidy than other foundations, but when applied it goes on smoothly and evenly. And since it is more liquidy, a little goes a long way. It feels great when applied - more like putting on moisturizer than a foundation. It is very light feeling. It is also long-lasting. My only reason for deducting a star is that it is lacking any SPF. As someone with skin cancer issues, this is super important to me. I can always apply a moisturizer with SPF before I apply this Skin Milk, but I would much rather have it as a 2 in 1 product. With that being said, I will wear it everyday (with SPF) because I like the feel and look of it on my skin."
Covergirl: Clean Fresh Skin Milk Foundation,Has grit in it like a face scrub !?!,"December 7, 2019",580 Tan,1,"This stuff is really bad.  each time I try to use it, several bits of grit come out with each squeeze... not sure why it has that, maybe it is contaminated stock?  The product smells like coconut and sits on the skin versus absorbing.  The color, tan, goes on light and with no real coverage.  I have olive skin that is fair this time of year; normally, when I am tan I wear tan, and this is way too light while I am not tanned!  Just bad all around; and, it accomplishes nothing... going bare face or with powder is better."
Covergirl: Clean Fresh Skin Milk Foundation,Ok as a backup,"September 29, 2020",,3,"Written by my wife: I usually prefer a stick concealer, but thought I would try this liquid one because I use other CoverGirl products and like them. Using this one, I can see that it’s just what I was afraid it would be...hard to blend because it feels like I’m just wiping it off, and it settles in creases. I usually wear a “fair” color in other concealers, but this one is a bit too orangey for my skin tone, and I don’t feel that it truly covered my dark under eye circle. (In my photo I have the concealer on the left side) I think I’ll stay with my stick and just keep this for an emergency backup."
Covergirl: Clean Fresh Skin Milk Foundation,Works really well on my dark circles - but not on my whole face.,"October 10, 2020",,4,"I've tried so many products on my mature crepey skin, and all the liquids make the lines and dry areas show way more.  So I tried this and one quick swipe under my eyes and the dark color is reduced 80% and my skin doesn't look worse.  I do have to make sure I'm well moisturized prior to use or any dry flaky skin really shows.  But of all the products I've tired this - for me - is the best.  I do have a hard time getting it open to use, a little larger tab would help with that."
Covergirl: Clean Fresh Skin Milk Foundation,Excellent coverage and lasts all day long,"December 11, 2019",550 Light/Medium,4,Having experienced damaged and dry skin from excessive sun exposure gave me a wake up call. This Covergirl moisturizes and provides an even tone without feeling thick or heavy.ProsEasy to use squeeze containerFoundation goes on smooth and evenlyEven coverage without appearing overly appliedResults are smooth skin and blemish freeConsThe only concern I have is that this Covergirl has a slight chemical smell that dissipates over time
Covergirl: Clean Fresh Skin Milk Foundation,Very good coverage; surprisingly a good option for pale girls,"November 16, 2020",,5,"This is a surprisingly good concealer. I am extremely light (my only real foundation match is between a Light 40 and Light 41 Neutral in Kat Von D Lock-It foundation -- and I am a true neutral, with almost blue-grey undertones if anything). This is almost as light as my natural skintone; it isn't perfect, but it's very close to it.It's pretty good in terms of coverage; it's better for broader areas of skin than for blemish coverage, however.All in all, very good. Surprisingly so."
Covergirl: Clean Fresh Skin Milk Foundation,Great size and nice to have!,"October 20, 2020",,5,"This is a great sized product, will last a while as long as you use it properly and don't go overboard. It is great if you are prone to oily skin or in the summer if you will be sweating. Perfect to throw in your purse if you want to bring it with you for touchups throughout the day!"
Covergirl: Clean Fresh Skin Milk Foundation,Light coverage,"December 5, 2019",550 Light/Medium,4,The CoverGirl Clean Fresh Skin Milk is a very light foundation that feels somewhere between a BB cream and a traditional foundation. It goes on smoothly and blends in well with my fingers. It gives moderate coverage of dark spots and blemishes but does even my overall skin tone. It does have a dewy finish that feels fresh and not at all thick and cakey. My skin does feel soft and smooth and more natural. The light/medium color matched my skin tone well and I will use it for regular day wear.
Covergirl: Clean Fresh Skin Milk Foundation,Very light and smooth!,"December 4, 2019",580 Tan,5,This went on my skin very smoothly even when just using my finger when in a pinch.  It also blended in with my natural skin tone very well.  I don’t normally use any foundation or concealer so this was very new user friendly.  It did not get dry or start crusting at all even after a full day of Black Friday shopping. I have dry (cheeks) and oily (forehead & nose) skin.  It did not cause any irritation nor was uncomfortable at any point.  I was pleasantly surprised and would recommend this.
Covergirl: Clean Fresh Skin Milk Foundation,Good Coverage But Makes My Eyes Water,"January 27, 2021",,3,"I really wanted to like this concealer because it covers my ""black and blue"" under eye shadows so well.  I tried it with my regular makeup that doesn't irritate my eyes and every time I wore this, my eyes watered.  If you have sensitive eyes, you may want to think twice about this.  I deducted two stars because though the coverage is great, I can't use it safely.I hope this gives you some information to make the decision that is right for you."
Covergirl: Clean Fresh Skin Milk Foundation,Thick concealer,"December 17, 2020",,5,"This concealer is nice and smooth and the perfect amount of thickness. I usually use the wet n wild concealer and I like this consistency more. I originally got it to use as a bronzer to contour but once it arrived it was lighter than the pictures and only about 1-2 shades darker than me so I will not really be able to use it as a stand alone bronzer but I do like how it goes on. Buying online can be tricky, I'd like them to add pictures of different skin tone arm swatches for better reference."
Covergirl: Clean Fresh Skin Milk Foundation,It is an Okay product,"December 30, 2020",,4,"This covergirl clean fresh hydrating concealer is very easy to apply , has a good feel to it and pretty much lightweight. It was not the closest to my skin tone, but that is one of the drawback of ordering online. I normally use a different brand and would normally know what to order, but I wanted to give this one a try.I feel like the quality can be improved a little , but it really is not that bad for the price"
Covergirl: Clean Fresh Skin Milk Foundation,I did notice a little dewy look when I finished applying my make-up.,"September 14, 2020",,4,This COVERGIRL Clean Fresh Hydrating Concealer works perfectly for my skin. I added blended it in with my foundation and was happy with the result. It conceals the dark places under my eyes really well.I did notice a little dewy look when I finished applying my make-up. I can't say that the dewy look made a big difference but it was enough for me. It blends very easily too. I have used some that don't blend as well as this one does.I will be recommending COVERGIRL Clean Fresh Hydrating Concealer to my friends and family.
Covergirl: Clean Fresh Skin Milk Foundation,Good stuff - 600 rich,"June 16, 2020",600 Rich,5,This foundation is lightweight and perfect for any skin complexion. Goes on smooth and last throughout my workday. This is a great base for my regular make up routine. I also tried using this product over the weekend just to make my natural skin pop and just pair it with a little lip glass. Perfect for that natural subtle look. This is my first time trying covergirl products and I am very pleased with it. Will not only be adding this foundation to my make up kit but will now explore what other products they have to offer.
Covergirl: Clean Fresh Skin Milk Foundation,Good setting powder but light coverage,"September 30, 2020",,4,"I typically only use concealer and powder on my face so I'm used to a full coverage powder. This is very light coverage compared to what I'm used to but I keep finding myself reaching for it in the morning. I typically put a light coat over my other powder with this, similar to a setting powder, to keep my face matte just a little longer.Overall, I really like this...I'm just not sure that I'll wear it alone as it's intended. It's a bit too light coverage for me."
Covergirl: Clean Fresh Skin Milk Foundation,Lightweight,"August 29, 2020",620 Deep,4,"Very lightweight feeling as well as light coverage. It gave my skin a “cool” effect once applied and I barely felt that it was on. I can’t attest to how well it builds because I only tried it by itself. I think I got one shade too dark though, it gave me a tanned look (it doesn’t show that well in the picture). I think the rich/deep would’ve matched my tone more than the one I got, which was deep."
Covergirl: Clean Fresh Skin Milk Foundation,"Caused milia, quit using after a week","December 16, 2019",530 Fair/Light,3,"This stuff is lightweight and has decent coverage but after a few days I developed milia, which is a rash, along my chin. This happened once before with another lotion. I quit using it and after a few days, it went away. Up until that point, I was able to use it for about a week. It felt like I wasn't wearing anything, which was nice, but it also didn't last. It's very light coverage, meaning it won't hide much in the line of blemishes or imperfections. I don't wear much makeup anyway so that's not a huge deal for me, but could be for someone else. I didn't feel it moisturized any better than any other lotion I've ever used and since it caused milia, I won't be using it again."
Covergirl: Clean Fresh Skin Milk Foundation,Nice Color!,"December 11, 2019",550 Light/Medium,4,"This skin milk reminds me a lot of BB Cream. It's lighter than traditional foundation and very moisturizing. It does have a scent to it which I can't place. It reminds me of almond milk, but different. (I know that's vague, but it's the best I can do!). I've used it several times so far. 4 out of 5 times it looked great. The fifth time, it was cakey and I ended up removing it and reapplying. I'm in my early 50's and realize that the issues I have with my aging skin may not be the targeted audience. Before I apply it, I put on serum and moisturizer and sometimes a primer. The color is nice on me. I would definitely consider reordering this."
